Declined	Declination	Number	Gender	Word	Translation	State	End	Case
dźwiękom	Dative	Plural	Masculine	dźwięk	sound	Impersonal	-C	*
hakerom	Dative	Plural	Masculine	haker	hacker	Personal	-C	*
hamburgerom	Dative	Plural	Masculine	hamburger	hamburger	Impersonal	-C	*
homarom	Dative	Plural	Masculine	homar	lobster	Impersonal	-C	*
honorom	Dative	Plural	Masculine	honor	honor	Impersonal	-C	*
humorom	Dative	Plural	Masculine	humor	humor	Impersonal	-C	*
hydraulikom	Dative	Plural	Masculine	hydraulik	plumber	Personal	-C	*
imbirom	Dative	Plural	Masculine	imbir	ginger	Impersonal	-C	*
inżynierom	Dative	Plural	Masculine	inżynier	engineer	Personal	-C	*
kalmarom	Dative	Plural	Masculine	kalmar	squid	Impersonal	-C	*
kawalerom	Dative	Plural	Masculine	kawaler	single	Personal	-C	*
kontenerom	Dative	Plural	Masculine	kontener	container	Impersonal	-C	*
kranom	Dative	Plural	Masculine	kran	tap	Impersonal	-C	*
królikom	Dative	Plural	Masculine	królik	rabbit	Impersonal	-C	*
labiryntom	Dative	Plural	Masculine	labirynt	maze	Impersonal	-C	*
liderom	Dative	Plural	Masculine	lider	leader	Personal	-C	*
litrom	Dative	Plural	Masculine	litr	liter	Impersonal	-C	*
mechanikom	Dative	Plural	Masculine	mechanik	mechanic	Personal	-C	*
menadżerom	Dative	Plural	Masculine	menadżer	manager	Personal	-C	*
monitoringom	Dative	Plural	Masculine	monitoring	monitoring	Impersonal	-C	*
motorom	Dative	Plural	Masculine	motor	motor	Impersonal	-C	*
mózgom	Dative	Plural	Masculine	mózg	brain	Impersonal	-C	*
nawykom	Dative	Plural	Masculine	nawyk	habit	Impersonal	-C	*
okręgom	Dative	Plural	Masculine	okrąg	circle	Impersonal	-C	*
pakietom	Dative	Plural	Masculine	pakiet	package	Impersonal	-C	*
parkom	Dative	Plural	Masculine	park	park	Impersonal	-C	*
partnerom	Dative	Plural	Masculine	partner	partner	Personal	-C	*
pasażerom	Dative	Plural	Masculine	pasażer	passenger	Personal	-C	*
piegom	Dative	Plural	Masculine	pieg	freckle	Impersonal	-C	*
pisuarom	Dative	Plural	Masculine	pisuar	urinal	Impersonal	-C	*
posągom	Dative	Plural	Masculine	posąg	statue	Impersonal	-C	*
potworom	Dative	Plural	Masculine	potwór	monster	Personal	-C	*
prawnikom	Dative	Plural	Masculine	prawnik	lawyer	Personal	-C	*
projektorom	Dative	Plural	Masculine	projektor	projector	Impersonal	-C	*
radiatorom	Dative	Plural	Masculine	radiator	radiator	Impersonal	-C	*
recyklingom	Dative	Plural	Masculine	recykling	recycling	Impersonal	-C	*
robakom	Dative	Plural	Masculine	robak	worm	Impersonal	-C	*
rogom	Dative	Plural	Masculine	róg	horn/corner	Impersonal	-C	*
rybakom	Dative	Plural	Masculine	rybak	fisherman	Personal	-C	*
selerom	Dative	Plural	Masculine	seler	celery	Impersonal	-C	*
smarom	Dative	Plural	Masculine	smar	grease	Impersonal	-C	*
smokom	Dative	Plural	Masculine	smok	dragon	Impersonal	-C	*
smokingom	Dative	Plural	Masculine	smoking	tuxedo	Impersonal	-C	*
stomatologom	Dative	Plural	Masculine	stomatolog	dentist	Personal	-C	*
trenerom	Dative	Plural	Masculine	trener	coach	Personal	-C	*
wentylatorom	Dative	Plural	Masculine	wentylator	fan	Impersonal	-C	*
wilkom	Dative	Plural	Masculine	wilk	wolf	Impersonal	-C	*
wojownikom	Dative	Plural	Masculine	wojownik	warrior	Personal	-C	*
żarom	Dative	Plural	Masculine	żar	heat	Impersonal	-C	*
makaronom	Dative	Plural	Masculine	makaron	pasta	Impersonal	-C	*
autostopowiczom	Dative	Plural	Masculine	autostopowicz	hitch-hiker		-S	*
bagażom	Dative	Plural	Masculine	bagaż	luggage		-S	*
biczom	Dative	Plural	Masculine	bicz	whip		-S	*
bólom	Dative	Plural	Masculine	ból	pain	Impersonal	-S	*
dreszczom	Dative	Plural	Masculine	dreszcz	chills		-S	*
kamuflażom	Dative	Plural	Masculine	kamuflaż	camouflage		-S	*
kurczom	Dative	Plural	Masculine	kurcz	cramp		-S	*
palaczom	Dative	Plural	Masculine	palacz	smoker		-S	*
płaczom	Dative	Plural	Masculine	płacz	cry		-S	*
podgrzewaczom	Dative	Plural	Masculine	podgrzewacz	heater	Impersonal	-S	*
ryżom	Dative	Plural	Masculine	ryż	rice	Impersonal	-S	*
szpitalom	Dative	Plural	Masculine	szpital	hospital	Impersonal	-S	*
kolegów	Genitive	Plural	Masculine	kolega	colleague	Personal	-a	*
akumulatorów	Genitive	Plural	Masculine	akumulator	battery	Impersonal	-C	*
archeologów	Genitive	Plural	Masculine	archeolog	archaeologist	Personal	-C	*
autokarów	Genitive	Plural	Masculine	autokar	bus	Impersonal	-C	*
bagażników	Genitive	Plural	Masculine	bagażnik	trunk	Impersonal	-C	*
befsztyków	Genitive	Plural	Masculine	befsztyk	steak	Impersonal	-C	*
biletów	Genitive	Plural	Masculine	bilet	ticket	Impersonal	-C	*
blogów	Genitive	Plural	Masculine	blog	blog	Impersonal	-C	*
bukietów	Genitive	Plural	Masculine	bukiet	bouquet	Impersonal	-C	*
byków	Genitive	Plural	Masculine	byk	bull	Impersonal	-C	*
chomików	Genitive	Plural	Masculine	chomik	hamster	Impersonal	-C	*
ciężarów	Genitive	Plural	Masculine	ciężar	weight	Impersonal	-C	*
cydrów	Genitive	Plural	Masculine	cydr	cider	Impersonal	-C	*
czołgów	Genitive	Plural	Masculine	czołg	tank	Impersonal	-C	*
dialogów	Genitive	Plural	Masculine	dialog	dialogue	Impersonal	-C	*
długów	Genitive	Plural	Masculine	dług	debt	Impersonal	-C	*
drapieżników	Genitive	Plural	Masculine	drapieżnik	predator	Impersonal	-C	*
dystansów	Genitive	Plural	Masculine	dystans	distance	Impersonal	-C	*
dziwaków	Genitive	Plural	Masculine	dziwak	weirdo	Personal	-C	*
dźwięków	Genitive	Plural	Masculine	dźwięk	sound	Impersonal	-C	*
hakerów	Genitive	Plural	Masculine	haker	hacker	Personal	-C	*
hamburgerów	Genitive	Plural	Masculine	hamburger	hamburger	Impersonal	-C	*
homarów	Genitive	Plural	Masculine	homar	lobster	Impersonal	-C	*
honorów	Genitive	Plural	Masculine	honor	honor	Impersonal	-C	*
humorów	Genitive	Plural	Masculine	humor	humor	Impersonal	-C	*
hydraulików	Genitive	Plural	Masculine	hydraulik	plumber	Personal	-C	*
imbirów	Genitive	Plural	Masculine	imbir	ginger	Impersonal	-C	*
inżynierów	Genitive	Plural	Masculine	inżynier	engineer	Personal	-C	*
kalmarów	Genitive	Plural	Masculine	kalmar	squid	Impersonal	-C	*
kawalerów	Genitive	Plural	Masculine	kawaler	single	Personal	-C	*
kontenerów	Genitive	Plural	Masculine	kontener	container	Impersonal	-C	*
kranów	Genitive	Plural	Masculine	kran	tap	Impersonal	-C	*
królików	Genitive	Plural	Masculine	królik	rabbit	Impersonal	-C	*
labiryntów	Genitive	Plural	Masculine	labirynt	maze	Impersonal	-C	*
liderów	Genitive	Plural	Masculine	lider	leader	Personal	-C	*
litrów	Genitive	Plural	Masculine	litr	liter	Impersonal	-C	*
mechaników	Genitive	Plural	Masculine	mechanik	mechanic	Personal	-C	*
menadżerów	Genitive	Plural	Masculine	menadżer	manager	Personal	-C	*
monitoringów	Genitive	Plural	Masculine	monitoring	monitoring	Impersonal	-C	*
motorów	Genitive	Plural	Masculine	motor	motor	Impersonal	-C	*
mózgów	Genitive	Plural	Masculine	mózg	brain	Impersonal	-C	*
nawyków	Genitive	Plural	Masculine	nawyk	habit	Impersonal	-C	*
okręgów	Genitive	Plural	Masculine	okrąg	circle	Impersonal	-C	*
pakietów	Genitive	Plural	Masculine	pakiet	package	Impersonal	-C	*
parków	Genitive	Plural	Masculine	park	park	Impersonal	-C	*
partnerów	Genitive	Plural	Masculine	partner	partner	Personal	-C	*
pasażerów	Genitive	Plural	Masculine	pasażer	passenger	Personal	-C	*
piegów	Genitive	Plural	Masculine	pieg	freckle	Impersonal	-C	*
pisuarów	Genitive	Plural	Masculine	pisuar	urinal	Impersonal	-C	*
posągów	Genitive	Plural	Masculine	posąg	statue	Impersonal	-C	*
potworów	Genitive	Plural	Masculine	potwór	monster	Personal	-C	*
prawników	Genitive	Plural	Masculine	prawnik	lawyer	Personal	-C	*
projektorów	Genitive	Plural	Masculine	projektor	projector	Impersonal	-C	*
radiatorów	Genitive	Plural	Masculine	radiator	radiator	Impersonal	-C	*
recyklingów	Genitive	Plural	Masculine	recykling	recycling	Impersonal	-C	*
robaków	Genitive	Plural	Masculine	robak	worm	Impersonal	-C	*
rogów	Genitive	Plural	Masculine	róg	horn/corner	Impersonal	-C	*
rybaków	Genitive	Plural	Masculine	rybak	fisherman	Personal	-C	*
selerów	Genitive	Plural	Masculine	seler	celery	Impersonal	-C	*
smarów	Genitive	Plural	Masculine	smar	grease	Impersonal	-C	*
smoków	Genitive	Plural	Masculine	smok	dragon	Impersonal	-C	*
smokingów	Genitive	Plural	Masculine	smoking	tuxedo	Impersonal	-C	*
stomatologów	Genitive	Plural	Masculine	stomatolog	dentist	Personal	-C	*
trenerów	Genitive	Plural	Masculine	trener	coach	Personal	-C	*
wentylatorów	Genitive	Plural	Masculine	wentylator	fan	Impersonal	-C	*
wilków	Genitive	Plural	Masculine	wilk	wolf	Impersonal	-C	*
wojowników	Genitive	Plural	Masculine	wojownik	warrior	Personal	-C	*
żarów	Genitive	Plural	Masculine	żar	heat	Impersonal	-C	*
makaronów	Genitive	Plural	Masculine	makaron	pasta	Impersonal	-C	*
akumulatorami	Instrumental	Plural	Masculine	akumulator	battery	Impersonal	-C	*
archeologami	Instrumental	Plural	Masculine	archeolog	archaeologist	Personal	-C	*
autokarami	Instrumental	Plural	Masculine	autokar	bus	Impersonal	-C	*
bagażnikami	Instrumental	Plural	Masculine	bagażnik	trunk	Impersonal	-C	*
befsztykami	Instrumental	Plural	Masculine	befsztyk	steak	Impersonal	-C	*
biletami	Instrumental	Plural	Masculine	bilet	ticket	Impersonal	-C	*
blogami	Instrumental	Plural	Masculine	blog	blog	Impersonal	-C	*
bukietami	Instrumental	Plural	Masculine	bukiet	bouquet	Impersonal	-C	*
bykami	Instrumental	Plural	Masculine	byk	bull	Impersonal	-C	*
chomikami	Instrumental	Plural	Masculine	chomik	hamster	Impersonal	-C	*
ciężarami	Instrumental	Plural	Masculine	ciężar	weight	Impersonal	-C	*
cydrami	Instrumental	Plural	Masculine	cydr	cider	Impersonal	-C	*
czołgami	Instrumental	Plural	Masculine	czołg	tank	Impersonal	-C	*
dialogami	Instrumental	Plural	Masculine	dialog	dialogue	Impersonal	-C	*
długami	Instrumental	Plural	Masculine	dług	debt	Impersonal	-C	*
drapieżnikami	Instrumental	Plural	Masculine	drapieżnik	predator	Impersonal	-C	*
dystansami	Instrumental	Plural	Masculine	dystans	distance	Impersonal	-C	*
dziwakami	Instrumental	Plural	Masculine	dziwak	weirdo	Personal	-C	*
dźwiękami	Instrumental	Plural	Masculine	dźwięk	sound	Impersonal	-C	*
hakerami	Instrumental	Plural	Masculine	haker	hacker	Personal	-C	*
hamburgerami	Instrumental	Plural	Masculine	hamburger	hamburger	Impersonal	-C	*
homarami	Instrumental	Plural	Masculine	homar	lobster	Impersonal	-C	*
honorami	Instrumental	Plural	Masculine	honor	honor	Impersonal	-C	*
humorami	Instrumental	Plural	Masculine	humor	humor	Impersonal	-C	*
hydraulikami	Instrumental	Plural	Masculine	hydraulik	plumber	Personal	-C	*
imbirami	Instrumental	Plural	Masculine	imbir	ginger	Impersonal	-C	*
inżynierami	Instrumental	Plural	Masculine	inżynier	engineer	Personal	-C	*
kalmarami	Instrumental	Plural	Masculine	kalmar	squid	Impersonal	-C	*
kawalerami	Instrumental	Plural	Masculine	kawaler	single	Personal	-C	*
kontenerami	Instrumental	Plural	Masculine	kontener	container	Impersonal	-C	*
kranami	Instrumental	Plural	Masculine	kran	tap	Impersonal	-C	*
królikami	Instrumental	Plural	Masculine	królik	rabbit	Impersonal	-C	*
labiryntami	Instrumental	Plural	Masculine	labirynt	maze	Impersonal	-C	*
liderami	Instrumental	Plural	Masculine	lider	leader	Personal	-C	*
litrami	Instrumental	Plural	Masculine	litr	liter	Impersonal	-C	*
mechanikami	Instrumental	Plural	Masculine	mechanik	mechanic	Personal	-C	*
menadżerami	Instrumental	Plural	Masculine	menadżer	manager	Personal	-C	*
monitoringami	Instrumental	Plural	Masculine	monitoring	monitoring	Impersonal	-C	*
motorami	Instrumental	Plural	Masculine	motor	motor	Impersonal	-C	*
mózgami	Instrumental	Plural	Masculine	mózg	brain	Impersonal	-C	*
nawykami	Instrumental	Plural	Masculine	nawyk	habit	Impersonal	-C	*
okręgami	Instrumental	Plural	Masculine	okrąg	circle	Impersonal	-C	*
pakietami	Instrumental	Plural	Masculine	pakiet	package	Impersonal	-C	*
parkami	Instrumental	Plural	Masculine	park	park	Impersonal	-C	*
partnerami	Instrumental	Plural	Masculine	partner	partner	Personal	-C	*
pasażerami	Instrumental	Plural	Masculine	pasażer	passenger	Personal	-C	*
piegami	Instrumental	Plural	Masculine	pieg	freckle	Impersonal	-C	*
pisuarami	Instrumental	Plural	Masculine	pisuar	urinal	Impersonal	-C	*
posągami	Instrumental	Plural	Masculine	posąg	statue	Impersonal	-C	*
potworami	Instrumental	Plural	Masculine	potwór	monster	Personal	-C	*
prawnikami	Instrumental	Plural	Masculine	prawnik	lawyer	Personal	-C	*
projektorami	Instrumental	Plural	Masculine	projektor	projector	Impersonal	-C	*
radiatorami	Instrumental	Plural	Masculine	radiator	radiator	Impersonal	-C	*
recyklingami	Instrumental	Plural	Masculine	recykling	recycling	Impersonal	-C	*
robakami	Instrumental	Plural	Masculine	robak	worm	Impersonal	-C	*
rogami	Instrumental	Plural	Masculine	róg	horn/corner	Impersonal	-C	*
rybakami	Instrumental	Plural	Masculine	rybak	fisherman	Personal	-C	*
selerami	Instrumental	Plural	Masculine	seler	celery	Impersonal	-C	*
smarami	Instrumental	Plural	Masculine	smar	grease	Impersonal	-C	*
smokami	Instrumental	Plural	Masculine	smok	dragon	Impersonal	-C	*
smokingami	Instrumental	Plural	Masculine	smoking	tuxedo	Impersonal	-C	*
stomatologami	Instrumental	Plural	Masculine	stomatolog	dentist	Personal	-C	*
trenerami	Instrumental	Plural	Masculine	trener	coach	Personal	-C	*
wentylatorami	Instrumental	Plural	Masculine	wentylator	fan	Impersonal	-C	*
wilkami	Instrumental	Plural	Masculine	wilk	wolf	Impersonal	-C	*
wojownikami	Instrumental	Plural	Masculine	wojownik	warrior	Personal	-C	*
żarami	Instrumental	Plural	Masculine	żar	heat	Impersonal	-C	*
makaronami	Instrumental	Plural	Masculine	makaron	pasta	Impersonal	-C	*
autostopowiczami	Instrumental	Plural	Masculine	autostopowicz	hitch-hiker		-S	*
bagażami	Instrumental	Plural	Masculine	bagaż	luggage		-S	*
biczami	Instrumental	Plural	Masculine	bicz	whip		-S	*
bólami	Instrumental	Plural	Masculine	ból	pain	Impersonal	-S	*
dreszczami	Instrumental	Plural	Masculine	dreszcz	chills		-S	*
kamuflażami	Instrumental	Plural	Masculine	kamuflaż	camouflage		-S	*
kurczami	Instrumental	Plural	Masculine	kurcz	cramp		-S	*
palaczami	Instrumental	Plural	Masculine	palacz	smoker		-S	*
płaczami	Instrumental	Plural	Masculine	płacz	cry		-S	*
podgrzewaczami	Instrumental	Plural	Masculine	podgrzewacz	heater	Impersonal	-S	*
ryżami	Instrumental	Plural	Masculine	ryż	rice	Impersonal	-S	*
szpitalami	Instrumental	Plural	Masculine	szpital	hospital	Impersonal	-S	*
akumulatorach	Locative	Plural	Masculine	akumulator	battery	Impersonal	-C	*
archeologach	Locative	Plural	Masculine	archeolog	archaeologist	Personal	-C	*
autokarach	Locative	Plural	Masculine	autokar	bus	Impersonal	-C	*
bagażnikach	Locative	Plural	Masculine	bagażnik	trunk	Impersonal	-C	*
befsztykach	Locative	Plural	Masculine	befsztyk	steak	Impersonal	-C	*
biletach	Locative	Plural	Masculine	bilet	ticket	Impersonal	-C	*
blogach	Locative	Plural	Masculine	blog	blog	Impersonal	-C	*
bukietach	Locative	Plural	Masculine	bukiet	bouquet	Impersonal	-C	*
bykach	Locative	Plural	Masculine	byk	bull	Impersonal	-C	*
chomikach	Locative	Plural	Masculine	chomik	hamster	Impersonal	-C	*
ciężarach	Locative	Plural	Masculine	ciężar	weight	Impersonal	-C	*
cydrach	Locative	Plural	Masculine	cydr	cider	Impersonal	-C	*
czołgach	Locative	Plural	Masculine	czołg	tank	Impersonal	-C	*
dialogach	Locative	Plural	Masculine	dialog	dialogue	Impersonal	-C	*
długach	Locative	Plural	Masculine	dług	debt	Impersonal	-C	*
drapieżnikach	Locative	Plural	Masculine	drapieżnik	predator	Impersonal	-C	*
dystansach	Locative	Plural	Masculine	dystans	distance	Impersonal	-C	*
dziwakach	Locative	Plural	Masculine	dziwak	weirdo	Personal	-C	*
dźwiękach	Locative	Plural	Masculine	dźwięk	sound	Impersonal	-C	*
hakerach	Locative	Plural	Masculine	haker	hacker	Personal	-C	*
hamburgerach	Locative	Plural	Masculine	hamburger	hamburger	Impersonal	-C	*
homarach	Locative	Plural	Masculine	homar	lobster	Impersonal	-C	*
honorach	Locative	Plural	Masculine	honor	honor	Impersonal	-C	*
humorach	Locative	Plural	Masculine	humor	humor	Impersonal	-C	*
hydraulikach	Locative	Plural	Masculine	hydraulik	plumber	Personal	-C	*
imbirach	Locative	Plural	Masculine	imbir	ginger	Impersonal	-C	*
inżynierach	Locative	Plural	Masculine	inżynier	engineer	Personal	-C	*
kalmarach	Locative	Plural	Masculine	kalmar	squid	Impersonal	-C	*
kawalerach	Locative	Plural	Masculine	kawaler	single	Personal	-C	*
kontenerach	Locative	Plural	Masculine	kontener	container	Impersonal	-C	*
kranach	Locative	Plural	Masculine	kran	tap	Impersonal	-C	*
królikach	Locative	Plural	Masculine	królik	rabbit	Impersonal	-C	*
labiryntach	Locative	Plural	Masculine	labirynt	maze	Impersonal	-C	*
liderach	Locative	Plural	Masculine	lider	leader	Personal	-C	*
litrach	Locative	Plural	Masculine	litr	liter	Impersonal	-C	*
mechanikach	Locative	Plural	Masculine	mechanik	mechanic	Personal	-C	*
menadżerach	Locative	Plural	Masculine	menadżer	manager	Personal	-C	*
monitoringach	Locative	Plural	Masculine	monitoring	monitoring	Impersonal	-C	*
motorach	Locative	Plural	Masculine	motor	motor	Impersonal	-C	*
mózgach	Locative	Plural	Masculine	mózg	brain	Impersonal	-C	*
nawykach	Locative	Plural	Masculine	nawyk	habit	Impersonal	-C	*
okręgach	Locative	Plural	Masculine	okrąg	circle	Impersonal	-C	*
pakietach	Locative	Plural	Masculine	pakiet	package	Impersonal	-C	*
parkach	Locative	Plural	Masculine	park	park	Impersonal	-C	*
partnerach	Locative	Plural	Masculine	partner	partner	Personal	-C	*
pasażerach	Locative	Plural	Masculine	pasażer	passenger	Personal	-C	*
piegach	Locative	Plural	Masculine	pieg	freckle	Impersonal	-C	*
pisuarach	Locative	Plural	Masculine	pisuar	urinal	Impersonal	-C	*
posągach	Locative	Plural	Masculine	posąg	statue	Impersonal	-C	*
potworach	Locative	Plural	Masculine	potwór	monster	Personal	-C	*
prawnikach	Locative	Plural	Masculine	prawnik	lawyer	Personal	-C	*
projektorach	Locative	Plural	Masculine	projektor	projector	Impersonal	-C	*
radiatorach	Locative	Plural	Masculine	radiator	radiator	Impersonal	-C	*
recyklingach	Locative	Plural	Masculine	recykling	recycling	Impersonal	-C	*
robakach	Locative	Plural	Masculine	robak	worm	Impersonal	-C	*
rogach	Locative	Plural	Masculine	róg	horn/corner	Impersonal	-C	*
rybakach	Locative	Plural	Masculine	rybak	fisherman	Personal	-C	*
selerach	Locative	Plural	Masculine	seler	celery	Impersonal	-C	*
smarach	Locative	Plural	Masculine	smar	grease	Impersonal	-C	*
smokach	Locative	Plural	Masculine	smok	dragon	Impersonal	-C	*
smokingach	Locative	Plural	Masculine	smoking	tuxedo	Impersonal	-C	*
stomatologach	Locative	Plural	Masculine	stomatolog	dentist	Personal	-C	*
trenerach	Locative	Plural	Masculine	trener	coach	Personal	-C	*
wentylatorach	Locative	Plural	Masculine	wentylator	fan	Impersonal	-C	*
wilkach	Locative	Plural	Masculine	wilk	wolf	Impersonal	-C	*
wojownikach	Locative	Plural	Masculine	wojownik	warrior	Personal	-C	*
żarach	Locative	Plural	Masculine	żar	heat	Impersonal	-C	*
makaronach	Locative	Plural	Masculine	makaron	pasta	Impersonal	-C	*
autostopowiczach	Locative	Plural	Masculine	autostopowicz	hitch-hiker		-S	*
bagażach	Locative	Plural	Masculine	bagaż	luggage		-S	*
biczach	Locative	Plural	Masculine	bicz	whip		-S	*
bólach	Locative	Plural	Masculine	ból	pain	Impersonal	-S	*
dreszczach	Locative	Plural	Masculine	dreszcz	chills		-S	*
kamuflażach	Locative	Plural	Masculine	kamuflaż	camouflage		-S	*
kurczach	Locative	Plural	Masculine	kurcz	cramp		-S	*
palaczach	Locative	Plural	Masculine	palacz	smoker		-S	*
płaczach	Locative	Plural	Masculine	płacz	cry		-S	*
podgrzewaczach	Locative	Plural	Masculine	podgrzewacz	heater	Impersonal	-S	*
ryżach	Locative	Plural	Masculine	ryż	rice	Impersonal	-S	*
szpitalach	Locative	Plural	Masculine	szpital	hospital	Impersonal	-S	*
krajów	Genitive	Plural	Masculine	kraj	country	Impersonal	-Ś	Exception
steków	Genitive	Plural	Masculine	stek	steak	Impersonal	-ek	Exception
autostopowiczów	Genitive	Plural	Masculine	autostopowicz	hitch-hiker	Personal	-S	Exception
bólów	Genitive	Plural	Masculine	ból	pain	Impersonal	-S	Exception
płaczów	Genitive	Plural	Masculine	płacz	cry	Impersonal	-S	Exception
ryżów	Genitive	Plural	Masculine	ryż	rice	Impersonal	-S	Exception
gośćmi	Instrumental	Plural	Masculine	gość	guest	Personal	-ość	Exception
śmieci	Nominative	Plural	Masculine	śmieć	trash		-Ś	Exception
goście	Nominative	Plural	Masculine	gość	guest	Personal	-ość	Exception
archeolodzy	Nominative	Plural	Masculine	archeolog	archaeologist	Personal	-C	P-g
stomatolodzy	Nominative	Plural	Masculine	stomatolog	dentist	Personal	-C	P-g
pomocnicy	Nominative	Plural	Masculine	pomocnik	helper	Personal	-C	P-k
przewodnicy	Nominative	Plural	Masculine	przewodnik	guide	Personal	-C	P-k
dziwacy	Nominative	Plural	Masculine	dziwak	weirdo	Personal	-C	P-k
hydraulicy	Nominative	Plural	Masculine	hydraulik	plumber	Personal	-C	P-k
mechanicy	Nominative	Plural	Masculine	mechanik	mechanic	Personal	-C	P-k
prawnicy	Nominative	Plural	Masculine	prawnik	lawyer	Personal	-C	P-k
rybacy	Nominative	Plural	Masculine	rybak	fisherman	Personal	-C	P-k
wojownicy	Nominative	Plural	Masculine	wojownik	warrior	Personal	-C	P-k
hakerzy	Nominative	Plural	Masculine	haker	hacker	Personal	-C	P-r
liderzy	Nominative	Plural	Masculine	lider	leader	Personal	-C	P-r
partnerzy	Nominative	Plural	Masculine	partner	partner	Personal	-C	P-r
trenerzy	Nominative	Plural	Masculine	trener	coach	Personal	-C	P-r
palaczy	Accusative	Plural	Masculine	palacz	smoker	Personal	-S	P: -S
gości	Accusative	Plural	Masculine	gość	guest	Personal	-ość	P: -Ś
śmieci	Accusative	Plural	Masculine	śmieć	trash	Personal	-Ś	P: -Ś
